27.316895	40.363770	16.308594	31.801758	27.316895
11.823730	30.986328	31.801758	42.402344	11.823730
1.223145	18.347168	28.540039	37.509766	1.223145
2.854004	14.677734	34.248047	35.878906	2.854004
9.377441	16.716309	35.878906	32.209473	9.377441
27.316895	32.209473	32.209473	30.578613	27.316895
34.248047	48.518066	24.055176	26.909180	34.248047
26.909180	47.294922	19.978027	25.686035	26.909180
17.124023	35.063477	27.316895	34.248047	17.124023
21.608887	37.509766	23.647461	32.617187	21.608887
36.286621	53.410645	31.801758	35.063477	36.286621
27.316895	43.217773	49.333496	50.964355	27.316895
19.978027	20.793457	68.088379	67.680664	19.978027
24.870605	30.986328	47.702637	48.518066	24.870605
10.600586	21.608887	41.586914	39.548340	10.600586
-6.931152	10.600586	41.586914	41.179199	-6.931152
3.669434	16.716309	24.055176	29.763184	3.669434
37.509766	52.187500	6.523437	21.608887	37.509766
47.702637	59.526367	22.832031	34.655762	47.702637
29.763184	33.432617	44.033203	41.586914	29.763184
37.509766	44.440918	43.625488	34.655762	37.509766
35.063477	39.140625	35.063477	25.278320	35.063477
34.248047	42.810059	18.347168	16.308594	34.248047
35.063477	60.749512	24.462891	31.394043	35.063477
0.815430	17.531738	34.248047	32.617187	0.815430
-28.540039	-23.647461	27.724609	19.570313	-28.540039
-16.308594	-8.969727	17.531738	13.454590	-16.308594
-1.223145	7.338867	17.124023	13.454590	-1.223145
-4.892578	0.407715	19.570313	13.046875	-4.892578
-3.261719	1.630859	0.815430	1.630859	-3.261719
-3.669434	0.815430	1.223145	1.630859	-3.669434
-0.815430	4.892578	19.570313	15.085449	-0.815430
4.484863	12.639160	20.793457	19.570313	4.484863
-5.708008	3.669434	25.278320	21.201172	-5.708008
-13.046875	-6.523437	30.578613	19.978027	-13.046875
1.223145	8.969727	34.655762	25.686035	1.223145
14.270020	22.424316	29.763184	23.647461	14.270020
19.570313	28.132324	26.501465	20.385742	19.570313
11.823730	20.385742	29.763184	24.870605	11.823730
-5.708008	4.892578	36.286621	31.394043	-5.708008
-14.270020	-3.669434	41.586914	31.394043	-14.270020
-15.493164	-4.077148	37.509766	26.909180	-15.493164
-3.669434	6.523437	21.201172	13.454590	-3.669434
17.531738	28.540039	23.239746	16.308594	17.531738
5.300293	16.308594	28.132324	19.162598	5.300293
-9.785156	1.630859	24.870605	13.046875	-9.785156
-20.793457	-9.785156	26.501465	9.785156	-20.793457
-27.316895	-14.677734	26.501465	11.416016	-27.316895
-24.462891	-10.600586	23.647461	13.454590	-24.462891
-19.570313	-4.892578	24.055176	11.823730	-19.570313
28.132324	19.570313	16.716309	13.046875	28.132324
28.947754	18.347168	16.308594	14.677734	28.947754
27.724609	16.716309	21.201172	21.608887	27.724609
25.686035	13.454590	18.754883	19.978027	25.686035
25.278320	13.046875	19.570313	21.201172	25.278320
25.686035	12.639160	25.278320	25.278320	25.686035
40.363770	25.686035	26.501465	25.278320	40.363770
34.248047	22.832031	22.424316	23.647461	34.248047
29.355469	21.201172	16.716309	24.870605	29.355469
29.763184	23.239746	14.270020	22.832031	29.763184
25.278320	18.754883	17.531738	23.647461	25.278320
19.570313	11.416016	24.870605	29.763184	19.570313
29.355469	20.385742	23.239746	32.209473	29.355469
35.471191	26.909180	21.201172	28.947754	35.471191
32.617187	20.793457	24.870605	28.540039	32.617187
32.209473	18.754883	24.055176	23.239746	32.209473
32.617187	18.347168	19.570313	17.531738	32.617187
27.316895	14.270020	15.900879	12.231445	27.316895
28.540039	16.716309	19.570313	15.085449	28.540039
25.278320	15.900879	18.347168	15.085449	25.278320
24.462891	17.124023	19.978027	18.754883	24.462891
25.278320	16.716309	21.608887	23.239746	25.278320
20.793457	14.677734	24.055176	23.647461	20.793457
24.462891	16.308594	20.385742	20.385742	24.462891
29.355469	22.424316	18.347168	16.716309	29.355469
35.063477	28.132324	19.162598	13.046875	35.063477
29.355469	23.647461	14.677734	10.600586	29.355469
30.986328	24.870605	9.377441	15.085449	30.986328
30.578613	28.947754	9.785156	18.347168	30.578613
19.570313	18.754883	17.531738	24.055176	19.570313
20.385742	18.347168	21.608887	25.686035	20.385742
24.462891	23.647461	20.385742	25.278320	24.462891
27.316895	24.462891	15.493164	22.424316	27.316895
26.909180	21.201172	11.823730	18.754883	26.909180
23.647461	18.754883	14.677734	19.978027	23.647461
20.793457	13.454590	17.531738	20.793457	20.793457
10.600586	3.261719	22.832031	24.055176	10.600586
10.600586	4.077148	28.132324	29.355469	10.600586
18.347168	11.823730	24.870605	26.501465	18.347168
22.832031	18.754883	13.454590	21.608887	22.832031
25.278320	24.055176	8.562012	19.162598	25.278320
24.462891	24.462891	14.270020	23.239746	24.462891
26.501465	28.540039	15.085449	24.055176	26.501465
21.201172	26.909180	12.639160	21.201172	21.201172
16.716309	20.385742	25.278320	29.763184	16.716309
28.947754	27.724609	31.801758	35.878906	28.947754
32.617187	29.763184	26.501465	31.801758	32.617187
28.132324	25.686035	24.870605	28.132324	28.132324
37.509766	30.578613	25.278320	26.501465	37.509766
34.655762	26.909180	19.162598	18.347168	34.655762
30.578613	26.909180	14.677734	15.085449	30.578613
29.763184	28.947754	17.124023	19.162598	29.763184
33.024902	30.986328	16.716309	18.754883	33.024902
30.986328	27.724609	22.832031	24.055176	30.986328
23.647461	19.162598	27.724609	27.724609	23.647461
18.347168	14.270020	29.763184	25.686035	18.347168
21.201172	15.900879	26.909180	21.608887	21.201172
21.608887	14.270020	23.647461	17.124023	21.608887
21.608887	13.454590	24.462891	19.162598	21.608887
19.162598	13.454590	20.385742	15.900879	19.162598
11.008301	11.008301	22.424316	16.716309	11.008301
13.046875	13.454590	28.540039	23.239746	13.046875
19.162598	19.978027	30.986328	23.647461	19.162598
22.424316	24.870605	28.132324	19.978027	22.424316
19.570313	21.608887	24.055176	11.416016	19.570313
17.531738	19.570313	21.201172	12.231445	17.531738
14.677734	17.124023	19.570313	19.570313	14.677734
19.162598	19.978027	20.793457	23.239746	19.162598
14.677734	15.900879	19.978027	20.385742	14.677734
15.085449	16.716309	18.754883	18.347168	15.085449
24.055176	26.909180	30.578613	25.278320	24.055176
21.608887	22.832031	26.909180	22.832031	21.608887
19.570313	16.308594	20.793457	18.754883	19.570313
16.308594	15.085449	23.647461	20.385742	16.308594
19.978027	19.570313	24.462891	22.832031	19.978027
23.647461	23.647461	23.239746	22.832031	23.647461
21.201172	21.608887	22.424316	20.385742	21.201172
21.608887	23.239746	21.201172	18.754883	21.608887
26.501465	26.501465	24.870605	22.424316	26.501465
21.201172	18.347168	28.540039	24.462891	21.201172
17.124023	13.046875	24.055176	19.570313	17.124023
16.716309	16.716309	21.201172	17.531738	16.716309
14.677734	17.531738	16.716309	17.531738	14.677734
8.562012	13.046875	20.793457	22.832031	8.562012
1.630859	6.931152	24.055176	26.501465	1.630859
8.562012	14.677734	24.870605	28.540039	8.562012
22.424316	25.278320	20.793457	24.870605	22.424316
20.793457	23.239746	21.608887	23.647461	20.793457
20.793457	23.647461	19.162598	19.570313	20.793457
15.900879	21.201172	17.531738	10.600586	15.900879
12.231445	19.162598	26.501465	14.270020	12.231445
4.484863	15.085449	24.870605	21.201172	4.484863
7.746582	16.308594	20.385742	21.608887	7.746582
19.162598	25.278320	17.124023	19.978027	19.162598
19.162598	25.686035	21.201172	20.793457	19.162598
13.046875	21.608887	19.162598	15.085449	13.046875
12.231445	20.385742	17.531738	10.600586	12.231445
14.270020	23.647461	19.570313	12.231445	14.270020
17.124023	26.909180	13.454590	9.785156	17.124023
16.716309	25.278320	7.746582	6.523437	16.716309
19.978027	24.462891	7.338867	7.338867	19.978027
20.793457	24.462891	16.308594	15.493164	20.793457
21.608887	26.501465	20.793457	15.900879	21.608887
14.270020	20.385742	19.570313	11.008301	14.270020
11.416016	16.716309	22.424316	13.046875	11.416016
19.570313	23.647461	18.754883	14.677734	19.570313
25.278320	29.763184	13.454590	15.900879	25.278320
29.355469	36.286621	14.270020	18.754883	29.355469
24.870605	30.986328	19.570313	20.793457	24.870605
6.931152	12.231445	26.501465	26.501465	6.931152
-3.669434	4.077148	30.986328	25.686035	-3.669434
10.600586	16.716309	17.531738	12.639160	10.600586
18.347168	26.909180	7.746582	4.892578	18.347168
20.385742	29.763184	9.785156	6.931152	20.385742
16.308594	26.501465	6.931152	1.630859	16.308594
18.347168	28.947754	11.008301	4.077148	18.347168
18.347168	26.909180	24.055176	15.085449	18.347168
14.677734	21.201172	27.316895	19.978027	14.677734
11.416016	16.308594	20.793457	19.162598	11.416016
15.085449	17.124023	21.608887	23.239746	15.085449
15.493164	18.347168	22.424316	24.870605	15.493164
17.531738	21.201172	17.124023	19.162598	17.531738
23.239746	27.724609	12.231445	15.900879	23.239746
30.986328	34.248047	10.600586	16.716309	30.986328
23.647461	28.132324	15.493164	25.278320	23.647461
23.239746	25.278320	19.162598	30.986328	23.239746
21.201172	22.832031	20.793457	29.355469	21.201172
26.501465	27.724609	18.347168	21.608887	26.501465
28.540039	28.947754	14.270020	19.978027	28.540039
22.832031	20.793457	15.493164	19.978027	22.832031
18.347168	16.308594	20.793457	24.462891	18.347168
19.978027	18.347168	19.570313	27.316895	19.978027
20.793457	22.832031	19.570313	28.947754	20.793457
21.201172	25.278320	17.124023	24.462891	21.201172
19.978027	23.239746	23.239746	25.686035	19.978027
14.270020	18.754883	24.055176	24.462891	14.270020
19.162598	21.201172	25.686035	24.055176	19.162598
38.325195	36.694336	35.471191	30.986328	38.325195
39.956055	38.325195	34.248047	32.617187	39.956055
29.763184	29.763184	29.355469	35.471191	29.763184
23.647461	28.132324	35.878906	39.548340	23.647461
25.278320	30.986328	36.286621	39.956055	25.278320
32.209473	36.694336	35.063477	35.878906	32.209473
39.548340	41.586914	37.509766	37.102051	39.548340
44.033203	48.110352	43.625488	41.586914	44.033203
39.956055	41.586914	45.664062	44.440918	39.956055
35.063477	33.432617	46.479492	48.110352	35.063477
35.878906	34.248047	44.848633	49.333496	35.878906
39.956055	36.694336	39.140625	43.217773	39.956055
44.848633	41.586914	37.102051	36.694336	44.848633
44.033203	39.548340	42.402344	33.432617	44.033203
39.548340	32.209473	42.810059	32.209473	39.548340
36.286621	28.540039	36.286621	26.909180	36.286621
34.248047	29.355469	29.763184	22.832031	34.248047
31.801758	35.471191	24.462891	21.608887	31.801758
28.132324	32.617187	24.055176	22.424316	28.132324
28.132324	31.394043	21.608887	19.162598	28.132324
27.724609	29.355469	21.608887	17.531738	27.724609
31.801758	31.801758	26.909180	20.793457	31.801758
27.724609	28.132324	28.947754	18.754883	27.724609
27.724609	27.316895	27.316895	13.046875	27.724609
25.278320	22.424316	27.724609	11.416016	25.278320
28.132324	20.793457	24.055176	11.416016	28.132324
32.209473	25.686035	20.385742	14.270020	32.209473
25.686035	24.462891	28.947754	23.239746	25.686035
27.724609	27.316895	33.024902	28.132324	27.724609
32.617187	29.763184	32.209473	24.462891	32.617187
39.956055	33.024902	34.655762	22.832031	39.956055
44.033203	34.655762	31.394043	19.570313	44.033203
42.810059	33.432617	24.870605	15.493164	42.810059
42.810059	34.248047	17.124023	12.231445	42.810059
40.771484	35.878906	16.308594	12.639160	40.771484
41.179199	39.548340	22.424316	19.570313	41.179199
45.256348	42.402344	29.355469	26.909180	45.256348
45.664062	40.771484	35.063477	33.024902	45.664062
47.294922	42.402344	32.209473	32.209473	47.294922
43.217773	37.102051	27.316895	27.724609	43.217773
44.440918	36.694336	27.724609	28.540039	44.440918
44.033203	34.248047	23.239746	28.540039	44.033203
37.509766	30.986328	21.608887	28.540039	37.509766
39.548340	33.432617	26.909180	34.655762	39.548340
31.801758	27.724609	28.540039	33.024902	31.801758
20.793457	19.570313	23.239746	26.909180	20.793457
25.278320	21.608887	20.793457	20.793457	25.278320
33.432617	28.540039	36.286621	28.540039	33.432617
30.578613	22.424316	34.655762	22.424316	30.578613
35.878906	28.132324	31.394043	20.793457	35.878906
40.771484	33.432617	34.655762	25.278320	40.771484
43.217773	35.878906	32.209473	26.501465	43.217773
39.548340	33.432617	34.248047	26.909180	39.548340
38.325195	28.947754	33.024902	27.724609	38.325195
40.771484	33.024902	30.986328	27.724609	40.771484
41.586914	33.024902	32.209473	29.355469	41.586914
38.732910	33.024902	36.286621	32.209473	38.732910
40.363770	36.694336	30.578613	25.278320	40.363770
37.509766	32.209473	28.947754	26.501465	37.509766
34.655762	28.947754	30.578613	29.355469	34.655762
34.248047	29.763184	28.132324	28.947754	34.248047
31.801758	27.316895	28.540039	31.394043	31.801758
35.471191	30.578613	33.024902	36.694336	35.471191
31.394043	28.132324	35.063477	35.878906	31.394043
24.055176	20.385742	32.209473	32.617187	24.055176
24.870605	19.570313	35.471191	36.286621	24.870605
32.617187	28.132324	36.286621	40.771484	32.617187
28.132324	26.501465	43.625488	46.479492	28.132324
20.793457	21.201172	46.479492	40.771484	20.793457
16.716309	16.716309	41.586914	31.394043	16.716309
20.793457	18.754883	32.209473	24.462891	20.793457
21.608887	19.162598	27.316895	17.531738	21.608887
18.347168	17.124023	28.947754	15.085449	18.347168
15.493164	14.677734	32.617187	18.347168	15.493164
19.162598	17.124023	35.063477	20.385742	19.162598
13.454590	13.046875	35.878906	20.385742	13.454590
14.270020	11.008301	36.286621	18.347168	14.270020
